	SLA0109	SLA0110	SLA0210	SLA0514	SLA1213	SLA1812	SLA2014	SLA2311	SLA2411	SLA2710	SLA3014	SLA3311	SLA3315	SLA615	SLA715
ENSG00000135447	2	4	17	35	4	12	1	10	5	3	2	16	2	0	8
ENSG00000135451	6	10	2	17	8	10	4	4	2	6	0	9	10	0	0
ENSG00000135452	154	243	213	237	144	163	92	162	108	79	14	179	126	60	63
ENSG00000135454	10	0	2	18	2	0	0	0	0	0	0	2	0	0	0
ENSG00000135457	879	1222	1054	1094	1253	1208	383	713	783	540	198	1081	709	317	340
ENSG00000135469	112	94	159	137	159	106	87	98	82	63	26	148	114	72	42
ENSG00000135472	3	0	0	17	3	0	1	5	0	0	0	0	16	0	0
ENSG00000135473	884	940	1066	885	1055	1183	623	834	891	703	234	1083	749	694	659
ENSG00000135476	16	28	30	47	12	37	30	44	19	28	8	17	27	10	10
ENSG00000135477	0	5	0	12	2	0	0	0	0	0	0	0	0	0	0
ENSG00000135480	2	0	0	12	6	0	2	2	0	2	0	0	0	2	0
ENSG00000135482	203	287	387	332	266	274	96	228	191	101	40	284	182	92	88
ENSG00000135486	5280	7491	11298	8401	7627	7442	3869	6111	4261	3902	1127	7849	4920	2278	2426
ENSG00000135502	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135503	324	505	545	627	458	528	305	407	382	173	87	403	292	79	155
ENSG00000135506	1596	2498	2641	2336	2356	2650	974	1868	1751	1228	479	2262	1173	553	710
ENSG00000135517	4	10	19	11	3	5	1	8	2	7	2	9	0	4	0
ENSG00000135519	39	53	61	66	176	112	73	91	86	50	46	59	82	19	82
ENSG00000135521	220	221	324	359	197	242	115	213	174	110	42	234	112	62	35
ENSG00000135525	20	79	18	46	94	40	18	31	24	19	6	27	26	0	9
ENSG00000135535	3803	4192	4643	4031	3372	3843	1636	2231	2133	1413	626	3221	2863	866	1003
ENSG00000135537	105	101	100	122	81	113	65	67	102	50	6	116	105	36	75
ENSG00000135540	106	131	160	240	164	165	84	88	98	58	35	218	89	38	73
ENSG00000135541	436	484	950	896	743	693	334	432	406	498	88	779	430	184	244
ENSG00000135547	2	12	0	10	13	0	3	2	3	5	0	0	4	0	4
ENSG00000135549	3	5	11	26	1	12	2	0	8	3	2	2	6	0	0
ENSG00000135569	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135577	1	0	0	4	0	0	0	0	0	4	0	0	0	0	0
ENSG00000135587	118	132	153	71	176	144	134	117	83	64	38	114	54	73	79
ENSG00000135596	2005	2033	2572	1635	3132	2884	1920	2246	1598	1740	646	2560	1718	874	1398
ENSG00000135597	1334	1549	2051	1663	1926	1429	738	1052	924	751	311	1631	1271	513	613
ENSG00000135604	1440	1446	2213	3110	1407	2659	822	1303	896	503	266	1831	870	110	603
ENSG00000135605	161	264	280	348	258	239	96	174	181	98	64	195	140	136	137
ENSG00000135617	34	25	37	34	25	35	8	25	23	11	0	41	20	6	26
ENSG00000135622	193	205	159	85	197	161	42	108	103	155	43	157	176	107	95
ENSG00000135624	1050	1097	1004	621	757	952	395	648	550	530	77	808	590	167	260
ENSG00000135625	0	0	2	11	2	0	16	2	2	4	0	0	0	0	0
ENSG00000135631	157	121	226	85	123	164	73	100	44	99	34	139	98	64	38
ENSG00000135632	131	183	173	138	205	187	125	186	102	113	38	165	126	77	116
ENSG00000135636	1429	2277	1064	762	1229	2607	680	1148	1990	358	185	2163	855	270	835
ENSG00000135637	240	192	173	139	241	266	109	164	179	142	46	211	158	127	192
ENSG00000135638	16	23	37	22	22	15	4	16	22	5	4	26	6	8	8
ENSG00000135643	4	29	20	30	24	14	8	21	14	12	4	6	26	2	12
ENSG00000135655	6813	8910	9344	11451	8549	8467	3798	5109	5172	3285	1329	8473	5137	2563	2430
ENSG00000135677	3014	3435	3131	3143	2318	2946	729	2073	2360	1047	446	2511	1956	571	952
ENSG00000135678	139	289	401	497	178	334	31	138	316	78	77	230	164	60	98
ENSG00000135679	1866	1956	2354	2453	1908	2366	783	1632	1440	875	285	2029	1458	560	563
ENSG00000135686	978	1211	925	779	932	1132	504	822	765	557	201	1054	881	335	454
ENSG00000135697	0	0	0	9	0	0	0	2	2	0	0	1	0	0	0
ENSG00000135698	195	300	257	499	268	328	127	264	160	132	48	349	157	59	79
ENSG00000135702	0	0	1	6	0	0	2	3	1	2	0	0	0	0	0
ENSG00000135709	1461	1609	1343	1073	1319	1799	614	992	1295	582	332	1300	1007	381	1071
ENSG00000135720	1296	1291	1800	1713	1460	1722	860	1359	1243	654	291	1560	1146	556	594
ENSG00000135722	73	50	15	36	52	61	17	24	14	22	0	28	54	16	54
ENSG00000135723	526	604	710	501	672	717	374	526	477	365	131	598	485	177	403
ENSG00000135736	74	90	92	34	104	71	37	46	32	34	4	88	26	18	30
ENSG00000135740	40	30	31	35	62	21	30	21	23	21	8	38	36	26	29
ENSG00000135744	31	70	36	78	48	56	26	29	52	24	2	63	50	18	6
ENSG00000135747	2	0	0	0	0	0	0	4	0	0	0	2	2	0	0
ENSG00000135749	1044	1015	1560	1408	1711	1348	634	1002	692	751	219	1593	1210	880	779
ENSG00000135750	0	6	3	8	1	1	0	5	0	2	0	6	0	0	0
ENSG00000135763	200	240	212	146	191	211	119	135	105	110	11	203	145	56	89
ENSG00000135766	139	176	217	116	181	170	57	83	97	90	38	146	95	23	69
ENSG00000135773	5	1	0	8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135775	616	612	681	590	618	710	239	471	478	302	80	546	481	215	197
ENSG00000135776	324	367	431	349	396	411	163	262	241	193	79	402	289	161	197
ENSG00000135778	263	332	254	367	395	480	106	118	249	180	43	337	258	99	113
ENSG00000135801	331	396	551	407	423	444	284	342	263	170	72	422	293	113	119
ENSG00000135821	2764	3633	4316	5679	4072	6622	1536	7045	2591	1157	778	4425	2027	1037	1113
ENSG00000135823	721	1075	713	1019	830	824	317	537	639	352	160	769	678	253	284
ENSG00000135824	0	0	0	11	0	0	2	0	0	2	0	0	0	0	0
ENSG00000135828	372	554	417	379	489	445	149	251	352	263	76	429	423	159	142
ENSG00000135829	2589	3169	3278	2842	2520	2878	1549	2253	1715	1491	330	2549	2078	881	821
ENSG00000135835	68	116	62	78	115	97	26	31	90	30	28	141	60	28	36
ENSG00000135837	4687	5883	6765	6523	5397	6316	2355	4047	3649	2915	1045	5753	3889	2344	1945
ENSG00000135838	466	743	481	797	414	850	211	401	604	182	108	500	327	167	277
ENSG00000135842	1894	2595	3480	2758	2717	3147	687	1573	1141	1170	338	2505	1428	722	657
ENSG00000135845	219	307	355	292	216	303	107	218	179	117	32	280	206	100	98
ENSG00000135862	85	179	145	200	115	161	119	158	75	35	24	109	50	64	106
ENSG00000135870	3728	4344	4660	4588	3981	4728	1826	2671	2935	1822	734	3961	2921	1316	1290
ENSG00000135898	48	106	48	97	50	64	26	60	44	74	24	31	69	61	46
ENSG00000135899	2226	3842	3286	3229	3091	3482	1410	2117	2022	1399	626	3550	1932	1017	1084
ENSG00000135900	196	249	331	215	214	213	105	156	107	106	32	222	93	62	46
ENSG00000135902	10	17	32	23	26	21	9	44	9	12	6	19	17	13	13
ENSG00000135903	0	0	0	6	0	0	0	4	2	12	0	2	1	0	0
ENSG00000135905	6929	7107	8232	8910	7456	7569	3691	6601	5161	4526	1301	7807	6113	3531	2839
ENSG00000135912	522	726	711	633	623	849	343	525	569	301	165	742	373	326	361
ENSG00000135913	541	567	577	492	612	509	280	390	348	268	105	588	455	243	207
ENSG00000135914	84	46	94	89	73	92	38	51	46	40	24	79	46	38	26
ENSG00000135916	159	350	243	168	163	132	82	153	87	197	61	154	181	44	92
ENSG00000135917	1	0	0	21	0	0	0	3	1	0	0	1	1	0	0
ENSG00000135919	20	88	82	72	27	33	39	36	24	32	4	24	28	16	40
ENSG00000135924	290	479	414	306	466	377	500	458	293	244	99	397	308	119	197
ENSG00000135925	37	30	8	24	67	21	28	13	7	26	2	22	37	20	34
ENSG00000135926	1095	2201	1604	1662	1529	1474	886	1062	1068	782	238	1175	1093	370	653
ENSG00000135929	270	233	286	290	135	590	140	435	366	55	44	481	103	58	159
ENSG00000135930	708	965	1018	1085	920	1108	404	848	676	510	179	1009	526	226	295
ENSG00000135931	7	23	15	29	34	22	9	19	10	16	4	6	30	8	12
ENSG00000135932	2854	3070	3245	3209	2360	2509	870	1772	1895	1216	389	2475	1919	584	814
ENSG00000135940	712	436	563	358	450	459	172	345	285	207	53	374	157	71	64
ENSG00000135945	1034	1129	1175	1234	1107	1261	594	825	838	595	236	1040	937	499	534
ENSG00000135951	206	238	237	312	271	235	74	109	208	98	32	114	137	131	109
ENSG00000135953	165	187	169	153	178	165	77	119	126	68	32	176	160	50	79
ENSG00000135956	1309	2283	2413	2311	1680	2552	857	1667	1184	681	358	2112	1117	451	774
ENSG00000135960	76	175	118	67	100	160	101	151	129	133	5	156	131	16	56
ENSG00000135966	586	581	793	543	642	681	245	472	384	304	100	635	534	197	252
ENSG00000135968	3121	2820	3336	4806	2506	2861	1732	3726	2171	2125	521	2826	2906	1386	771
ENSG00000135972	135	136	212	180	156	168	72	150	132	118	38	190	87	68	64
ENSG00000135973	0	9	2	4	2	0	0	3	4	2	0	6	0	0	0
ENSG00000135974	523	577	742	761	507	494	273	460	308	223	89	660	323	133	123
ENSG00000135976	1654	1541	2103	2149	2420	1975	968	1499	1353	1609	382	2529	2016	1368	1169
ENSG00000135999	1672	2208	2367	2102	1903	1977	824	1415	1317	933	292	1998	1143	479	596
ENSG00000136002	38	26	51	32	51	39	20	19	31	9	10	26	30	16	19
ENSG00000136003	985	1117	1608	915	1149	1150	539	926	607	458	130	994	636	244	227
ENSG00000136010	46	59	47	65	59	46	29	40	40	30	20	55	39	12	32
ENSG00000136011	3	4	4	29	5	5	1	0	0	5	0	0	0	0	4
ENSG00000136014	53	95	41	36	50	105	26	43	39	42	14	47	30	22	18
ENSG00000136021	1170	1526	1480	1884	1107	1203	800	901	716	523	275	1109	1048	422	424
ENSG00000136026	296	846	747	581	420	899	248	411	462	197	63	355	139	93	200
ENSG00000136040	2716	3534	3163	3273	3057	4337	1213	1762	1853	1071	662	2220	1510	698	931
ENSG00000136044	828	959	1026	794	852	903	415	624	674	425	167	948	704	384	441
ENSG00000136045	600	567	672	487	475	508	264	500	284	284	75	526	336	165	164
ENSG00000136048	203	161	188	239	172	285	125	205	190	65	38	177	131	51	83
ENSG00000136051	3896	4138	4069	4419	3282	4327	1664	2654	2733	1268	692	2995	2731	1279	1387
ENSG00000136052	42	90	100	173	95	54	38	29	21	28	12	94	98	20	10
ENSG00000136059	286	362	224	124	379	298	129	177	229	153	103	310	318	156	224
ENSG00000136068	1188	1785	2080	1028	1220	1648	1039	1426	1088	1027	152	1372	1086	350	543
ENSG00000136098	181	161	283	252	214	198	98	113	117	77	46	175	135	81	65
ENSG00000136099	0	0	0	9	0	0	0	2	0	4	0	0	0	0	0
ENSG00000136100	1592	1759	1934	1853	1661	1788	646	1169	1114	733	266	1844	1132	447	437
ENSG00000136104	2428	2692	3054	3111	2901	2700	1046	2086	1157	1309	401	2951	2278	853	972
ENSG00000136108	436	545	715	738	589	406	230	434	250	214	127	735	266	96	134
ENSG00000136110	7	9	12	2	8	3	1	1	3	0	3	9	14	2	2
ENSG00000136111	1103	1045	1050	806	1024	1353	409	727	717	639	112	765	808	666	406
ENSG00000136114	0	10	9	22	14	14	1	7	10	8	2	14	10	16	10
ENSG00000136122	75	158	119	53	104	104	26	87	34	40	20	110	100	72	25
ENSG00000136141	905	1067	1163	1027	930	1086	508	790	726	651	168	1039	554	346	411
ENSG00000136143	401	457	525	602	486	464	210	384	255	208	82	465	248	157	121
ENSG00000136144	624	574	586	561	580	806	254	513	467	233	67	744	477	252	188
ENSG00000136146	459	467	722	549	492	537	270	513	283	242	107	468	420	164	103
ENSG00000136147	1185	1422	1509	1731	1381	1376	581	1006	764	592	231	1377	948	469	481
ENSG00000136149	0	4	0	0	3	0	0	0	2	4	0	2	0	2	0
ENSG00000136152	872	987	1085	1100	1012	1117	459	734	724	566	157	1156	724	332	328
ENSG00000136153	450	674	458	387	500	526	223	423	412	282	47	493	336	148	133
ENSG00000136155	0	1	0	9	0	0	0	1	0	5	0	0	0	0	0
ENSG00000136156	5541	7674	8030	8781	5620	6239	2336	4171	3390	2869	970	5919	4777	882	1587
ENSG00000136158	8	12	3	25	15	9	31	5	4	6	0	10	20	6	4
ENSG00000136159	84	150	78	93	105	85	56	85	75	18	10	97	122	32	22
ENSG00000136160	2	0	0	13	0	10	4	16	2	1	0	0	2	0	0
ENSG00000136161	825	699	645	821	654	799	246	396	593	206	167	615	598	312	330
ENSG00000136167	16271	20629	20142	19159	15105	20340	5176	11858	9910	6903	2306	15826	10258	3720	4471
ENSG00000136169	986	1124	1122	1047	975	961	433	679	740	490	156	1034	789	384	335
ENSG00000136193	427	732	746	844	706	326	246	426	298	258	136	431	337	136	236
ENSG00000136197	16	13	11	25	36	14	5	10	18	12	0	24	10	8	4
ENSG00000136205	878	1471	1003	1083	1027	1649	578	1114	1072	379	304	935	654	300	688
ENSG00000136206	92	126	147	135	147	107	44	103	76	36	19	128	159	75	60
ENSG00000136213	980	688	1041	676	1243	1055	365	560	595	816	289	1484	983	586	554
ENSG00000136231	58	174	90	484	89	109	83	98	65	122	62	74	215	43	119
ENSG00000136235	28	16	9	25	6	20	18	33	5	1	0	8	6	6	0
ENSG00000136237	3	41	5	18	0	11	20	22	6	9	8	7	2	0	19
ENSG00000136238	917	1350	1513	1874	1233	1426	549	891	894	497	226	1084	1026	394	476
ENSG00000136240	396	546	515	519	430	411	151	297	281	183	110	390	456	159	172
ENSG00000136243	242	234	291	326	242	222	108	175	130	82	49	225	197	107	76
ENSG00000136244	1	21	4	0	4	10	59	0	2	4	0	6	1	0	8
ENSG00000136247	173	113	129	109	104	128	33	130	104	109	6	149	76	46	47
ENSG00000136250	3461	3386	5307	5004	4548	5674	1857	3139	3509	1737	936	5352	2790	1360	2398
ENSG00000136261	215	329	322	205	202	257	127	195	150	131	50	247	168	97	99
ENSG00000136267	9	0	2	21	0	0	0	6	0	23	0	0	1	0	1
ENSG00000136270	346	353	433	226	303	474	281	403	215	286	62	384	323	162	220
ENSG00000136271	472	548	742	392	725	730	406	489	471	457	174	674	529	388	486
ENSG00000136273	455	553	740	648	599	756	334	547	375	298	106	629	477	273	260
ENSG00000136274	19	7	8	21	9	5	0	2	4	6	2	2	10	2	0
ENSG00000136275	2	0	0	0	2	2	0	0	0	3	0	1	0	0	0
ENSG00000136279	2864	3648	3880	2738	4399	5083	1843	3110	2996	2450	1036	3397	2098	1371	1932
ENSG00000136280	1550	1480	1219	870	1840	1445	570	1066	1053	719	242	1558	1386	547	872
ENSG00000136286	4740	4594	6429	3756	6043	5858	3030	4580	3445	2819	1179	5133	3343	1752	2462
ENSG00000136295	1068	1705	1601	1313	1542	1935	1444	1505	1099	466	535	1329	989	220	1134
ENSG00000136297	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0
ENSG00000136305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136315	4	7	5	8	6	0	1	8	0	2	0	4	8	2	0
ENSG00000136319	448	430	467	439	495	367	168	319	251	153	76	496	278	173	129
ENSG00000136327	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136352	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136367	51	65	53	60	64	48	42	43	34	22	16	40	49	33	20
ENSG00000136371	35	51	10	38	40	41	40	30	30	6	2	24	20	2	16
ENSG00000136378	0	0	4	36	4	2	0	0	1	6	0	0	0	0	4
ENSG00000136379	11	39	60	22	33	30	15	22	22	10	6	48	32	16	10
ENSG00000136381	2138	2078	2847	3277	1729	2112	754	1796	1259	1096	290	2430	1466	633	570
ENSG00000136383	4	20	16	50	24	38	10	18	24	18	18	38	10	0	18
ENSG00000136404	105	137	85	171	122	114	46	73	110	27	22	52	58	45	28
ENSG00000136425	2	18	10	4	20	6	4	6	2	4	0	2	2	2	6
ENSG00000136436	1447	2080	2337	2504	1835	2331	1122	1583	1442	954	314	2314	1242	735	687
ENSG00000136444	293	326	323	213	289	369	181	256	190	183	36	346	277	117	143
ENSG00000136448	1008	1571	1266	1206	1473	1180	512	950	999	541	211	1355	1001	410	471
ENSG00000136449	13	26	35	24	36	23	5	9	26	11	2	21	20	17	6
ENSG00000136450	1486	1668	2157	2001	1481	1603	527	952	1026	730	187	1470	898	377	333
ENSG00000136451	998	1640	1774	1520	1212	1066	510	916	597	401	195	1259	949	289	322
ENSG00000136457	13	29	30	17	36	18	17	11	8	16	6	11	13	15	16
ENSG00000136463	86	108	111	69	94	138	40	109	69	64	6	132	104	43	22
ENSG00000136478	404	765	743	687	488	596	281	340	422	291	87	501	375	117	182
ENSG00000136485	1965	2592	2176	2188	2482	2222	642	1177	1322	995	306	2113	1591	597	761
ENSG00000136487	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136490	1951	2918	2692	1044	2937	2628	1676	2326	1295	1283	544	2527	1678	562	1471
ENSG00000136492	115	98	247	305	140	163	66	171	61	105	27	218	139	47	33
ENSG00000136504	1766	1918	3035	2561	2289	2424	1193	2020	1505	1254	359	2440	2037	730	852
ENSG00000136514	69	76	74	64	73	69	6	27	38	28	12	77	32	11	13
ENSG00000136518	280	407	350	272	267	314	101	176	193	181	16	292	144	105	90
ENSG00000136521	366	323	367	278	227	272	102	158	169	95	28	233	170	63	67
ENSG00000136522	201	203	269	226	166	223	89	180	117	87	30	223	124	58	44
ENSG00000136527	4477	5889	8669	6790	6555	5752	3692	4096	3305	2957	912	5346	4130	1240	1307
ENSG00000136531	21	7	3	55	14	10	13	28	4	30	2	1	0	8	6
ENSG00000136535	10	0	0	13	0	6	3	0	1	4	0	2	0	1	1
ENSG00000136536	3251	3183	3443	3792	2893	3024	1445	2427	1954	1246	352	2862	2024	788	638
ENSG00000136541	215	155	623	703	294	313	230	549	147	236	76	447	233	111	74
ENSG00000136542	5	14	83	97	23	28	13	62	15	16	4	58	11	7	8
ENSG00000136546	3	4	11	20	2	6	1	1	0	4	0	1	2	0	0
ENSG00000136560	1720	1843	2017	2323	1744	1922	1250	1382	1205	553	301	1431	1192	524	549
ENSG00000136573	128	659	512	231	248	326	427	350	192	333	230	286	145	255	383
ENSG00000136574	0	0	0	27	1	0	0	0	0	0	1	0	0	0	0
ENSG00000136603	1117	919	1219	1748	725	1418	1844	1081	577	422	151	898	615	201	227
ENSG00000136628	1448	1762	1912	1675	1438	1500	533	1080	1043	845	217	1466	1157	591	514
ENSG00000136630	56	143	213	167	143	204	30	133	202	28	26	238	19	7	54
ENSG00000136631	655	627	671	677	653	663	191	390	450	278	121	641	511	316	290
ENSG00000136634	2	7	11	23	8	28	4	8	4	0	6	9	6	6	4
ENSG00000136636	116	193	198	180	113	213	54	98	127	58	24	121	78	20	65
ENSG00000136643	765	842	824	991	905	954	364	656	651	468	130	802	622	254	260
ENSG00000136682	367	388	349	349	371	387	180	194	233	159	43	301	256	162	204
ENSG00000136688	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136689	136	435	277	303	212	352	137	166	192	30	28	175	122	20	57
ENSG00000136694	0	0	4	4	0	2	0	1	8	0	1	2	0	0	0
ENSG00000136695	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0
ENSG00000136696	0	0	2	1	0	0	0	0	0	5	0	0	0	0	0
ENSG00000136697	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000136698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136699	371	464	660	435	563	413	449	528	294	285	146	541	437	220	331
ENSG00000136709	2414	2414	3060	2630	2989	2992	1279	2047	1859	1764	498	2840	2241	1061	1011
ENSG00000136710	311	290	444	224	326	307	150	294	173	134	52	321	235	78	112
ENSG00000136715	554	991	1341	1135	997	1071	552	791	569	367	206	1088	616	311	356
ENSG00000136717	513	914	921	441	794	758	456	566	436	622	213	855	743	274	390
ENSG00000136718	299	448	559	337	450	381	229	308	246	299	106	423	266	147	146
ENSG00000136720	144	179	163	143	171	157	76	128	127	111	40	147	117	37	77
ENSG00000136731	2422	2854	3402	2981	2734	3215	1117	2054	2103	1799	472	3085	2122	1174	1160
ENSG00000136732	459	787	1057	619	688	548	395	554	434	403	98	666	439	90	141
ENSG00000136738	677	788	857	809	800	723	266	579	459	341	131	677	507	299	298
ENSG00000136750	0	0	0	20	0	4	0	6	0	2	2	0	0	0	0
ENSG00000136754	1984	2201	2484	2818	2137	2273	1098	1659	1293	1119	414	2159	1596	747	709
ENSG00000136758	1963	2457	3015	2919	2161	2362	1331	1926	1465	1248	336	2326	1640	665	654
ENSG00000136770	387	419	535	506	488	372	178	306	251	235	107	524	377	104	158
ENSG00000136783	285	254	429	336	283	234	96	184	97	149	38	294	178	24	39
ENSG00000136802	428	612	608	386	562	500	314	384	370	316	100	555	343	94	180
ENSG00000136807	627	814	1012	737	889	1102	558	757	602	654	254	909	615	287	464
ENSG00000136810	241	235	278	346	192	260	74	127	152	88	19	211	125	28	40
ENSG00000136811	612	808	931	802	790	895	427	608	664	619	127	874	515	316	300
ENSG00000136813	2160	2367	3103	3029	2460	2722	1242	1876	1969	1345	385	2813	1504	1107	1007
ENSG00000136816	267	276	315	253	240	279	113	170	200	113	18	302	226	54	128
ENSG00000136819	811	1146	1828	1471	1186	1237	546	1115	759	564	158	1427	578	222	324
ENSG00000136824	414	451	435	376	366	340	150	238	261	182	71	345	297	139	76
ENSG00000136826	807	1065	688	601	1156	1077	725	685	758	176	289	621	622	74	289
ENSG00000136827	444	571	461	418	396	518	166	258	302	155	83	395	263	106	138
ENSG00000136828	182	276	400	303	316	353	158	240	127	207	62	278	187	207	138
ENSG00000136830	343	589	411	429	528	624	436	405	472	212	97	288	228	82	352
ENSG00000136834	0	2	0	5	0	30	0	0	0	12	0	0	0	6	2
ENSG00000136839	0	0	0	2	0	1	0	0	1	2	0	0	0	0	0
ENSG00000136840	90	160	139	84	141	125	101	115	55	107	34	109	105	36	88
ENSG00000136842	13	17	33	30	23	14	22	10	8	5	7	11	5	1	6
ENSG00000136848	2	12	16	34	13	10	12	9	4	8	0	6	2	4	9
ENSG00000136854	116	100	101	147	198	154	69	96	109	101	20	103	122	68	70
ENSG00000136856	21	20	46	25	40	40	47	27	33	28	14	33	31	6	32
ENSG00000136859	25	41	65	38	49	50	39	37	27	22	11	35	34	33	22
ENSG00000136861	1316	1649	2501	1823	2229	2040	1250	1649	1344	1531	309	2419	1331	908	746
ENSG00000136866	22	56	20	82	49	19	22	33	22	23	0	74	29	14	8
ENSG00000136867	84	143	151	237	248	232	67	58	153	31	26	150	70	27	92
ENSG00000136868	295	394	283	562	317	514	122	236	323	111	40	292	194	98	119
ENSG00000136869	2590	3911	3656	4755	2649	4898	701	2310	2357	505	354	3090	1506	404	879
ENSG00000136870	261	467	274	309	268	431	181	288	230	112	52	293	224	156	104
ENSG00000136872	4	14	8	11	4	4	6	7	2	3	4	6	4	2	0
ENSG00000136874	1131	1562	1548	1398	1552	1411	695	957	884	632	162	1519	1138	422	506
ENSG00000136875	293	379	370	396	353	478	221	360	277	240	54	398	208	99	116
ENSG00000136877	311	369	472	240	462	442	319	422	239	337	94	451	292	140	204
ENSG00000136878	679	724	730	357	943	719	531	618	539	569	159	776	762	298	613
ENSG00000136881	2	0	4	7	4	2	4	2	4	3	0	1	5	0	1
ENSG00000136883	5	0	0	8	0	0	0	2	0	0	0	0	0	0	0
ENSG00000136888	1056	1532	2214	1440	1233	1356	526	988	838	703	154	1295	683	217	274
ENSG00000136891	780	1229	1247	1554	1157	1070	558	887	771	477	175	1131	694	349	345
ENSG00000136895	96	91	79	107	113	103	25	72	57	53	20	113	57	56	40
ENSG00000136897	327	375	202	244	208	277	117	202	153	85	36	231	158	46	48
ENSG00000136908	156	312	249	177	263	212	136	157	136	92	40	215	166	54	83
ENSG00000136918	0	8	6	10	10	8	0	2	3	6	0	2	4	2	6
ENSG00000136925	217	221	289	272	274	301	190	221	142	140	49	307	208	97	100
ENSG00000136928	0	0	1	13	0	0	0	0	1	2	0	0	0	0	0
ENSG00000136929	75	221	265	239	214	120	289	126	95	103	106	179	395	54	64
ENSG00000136930	448	694	810	622	611	761	316	487	450	333	112	543	468	162	186
ENSG00000136931	8	0	1	4	3	0	11	3	0	37	11	0	0	6	3
ENSG00000136932	561	519	936	990	635	953	544	807	295	381	63	764	363	174	182
ENSG00000136933	159	185	177	146	230	185	82	128	151	120	41	179	125	45	73
ENSG00000136935	605	624	936	707	777	847	373	588	605	507	176	828	695	331	408
ENSG00000136936	408	621	793	711	612	606	254	527	412	293	72	657	384	217	175
ENSG00000136937	1336	1607	1934	1760	1595	1776	767	1296	1194	960	273	1787	1412	714	719
ENSG00000136938	1453	2756	3124	2729	2298	2466	1374	2377	1859	1912	379	2279	1019	366	398
ENSG00000136939	0	0	5	6	7	7	4	4	4	4	2	4	0	0	0
ENSG00000136940	278	306	343	408	292	352	131	247	218	146	30	319	191	82	72
ENSG00000136942	2111	3100	3438	2267	2497	2555	1040	1938	1273	1280	366	2629	1532	312	518
ENSG00000136943	8	10	4	12	4	4	2	3	2	7	0	4	2	0	6
ENSG00000136944	0	0	1	12	2	0	1	1	0	1	3	0	0	0	0
ENSG00000136950	269	348	521	298	317	315	179	229	239	205	52	348	239	94	96
ENSG00000136960	43	35	32	44	35	39	31	26	24	26	4	75	44	22	12
ENSG00000136982	4	19	17	24	13	14	10	17	1	5	0	22	3	7	0
ENSG00000136986	1076	969	1434	1093	892	1155	566	820	521	484	107	1182	725	273	251
ENSG00000136997	866	1305	674	421	830	1197	549	903	635	482	80	886	355	144	341
ENSG00000136999	4	0	2	0	6	6	0	2	2	1	0	4	0	0	0
ENSG00000137033	0	0	0	7	0	0	0	2	0	1	0	0	0	0	0
ENSG00000137038	138	179	171	147	170	122	50	76	104	47	14	91	100	24	43
ENSG00000137040	592	624	704	559	570	660	252	486	348	303	57	647	438	246	206
ENSG00000137054	165	245	175	175	163	206	69	194	105	123	33	188	155	84	83
ENSG00000137055	551	649	817	877	597	767	290	591	454	320	83	613	430	149	185
ENSG00000137070	794	618	804	462	1200	876	382	609	639	623	138	881	621	558	511
ENSG00000137073	1151	1501	1597	1454	1466	1293	727	1134	905	764	222	1432	935	508	569
ENSG00000137074	330	480	633	593	466	514	233	461	284	207	80	543	395	141	159
ENSG00000137075	1713	2424	2894	2919	2187	2105	1141	1698	1135	966	281	2252	1667	535	567
ENSG00000137076	11051	23415	15468	17380	14411	15931	8127	12172	11886	10025	3549	11282	13046	3208	9212
ENSG00000137077	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0
ENSG00000137078	139	237	183	83	193	116	50	56	96	56	6	139	138	42	62
ENSG00000137080	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0
ENSG00000137090	0	0	0	5	1	0	0	2	0	2	0	0	0	0	0
